id,focus,signal,slack,drag,confidence,score,lane
l001,book depth,35,33,6,25,149,watch
l002,view drift,35,34,6,55,181,watch
l003,render cost,35,35,6,85,213,ship
l004,tick pressure,35,36,18,25,131,watch
l005,book depth,35,37,18,55,163,watch
l006,view drift,35,38,18,85,195,ship
l007,render cost,35,39,34,25,105,hold
l008,tick pressure,35,40,34,55,137,watch
l009,book depth,35,41,34,85,169,watch
l010,view drift,60,42,6,25,217,ship
l011,render cost,60,43,6,55,249,ship
l012,tick pressure,60,44,6,85,281,ship
l013,book depth,60,45,18,25,199,ship
l014,view drift,60,46,18,55,231,ship
l015,render cost,60,47,18,85,263,ship
l016,tick pressure,60,48,34,25,173,watch
l017,book depth,60,32,34,55,171,watch
l018,view drift,60,33,34,85,203,ship
l019,render cost,85,34,6,25,251,ship
l020,tick pressure,85,35,6,55,283,ship
l021,book depth,85,36,6,85,315,ship
l022,view drift,85,37,18,25,233,ship
l023,render cost,85,38,18,55,265,ship
l024,tick pressure,85,39,18,85,297,ship
l025,book depth,85,40,34,25,207,ship
l026,view drift,85,41,34,55,239,ship
l027,render cost,85,42,34,85,271,ship
